brand,name,price,rating,ingredients
Formula 10.0.6,Daily Shield Vitamin C Broad Spectrum SPF 20 Moisturizer,"Sale Price
$10.50
Original Price
$15.00",4.1,"Active: Avobenzone 3.0%, Homosalate 10.0%, Octisalate 5.0%, Octocrylene 7.0%. Inactive: Water, Butylene Glycol, Tribehenin PEG-20 Esters, Isocetyl Stearoyl Stearate, Dimethicone, Butyrospermum Parkii (Shea Butter), Cetyl Alcohol, Polyethylene, Laureth-4, Caprylyl Glycol, Potassium Cetyl Phosphate, Phenoxyethanol, Pentylene Glycol, PEG-100 Stearate, Glyceryl Stearate, Glycerin, Hydrogenated Lecithin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Sodium Hydroxide, Isohexadecane, Hexylene Glycol, Ethylhexylglycerin, Tocopheryl Acetate, Sodium Ascorbyl Phosphate, Punica Granatum Fruit Extract, Hydrolyzed Jojoba Esters, Disodium EDTA, Allyl Methacrylates Crosspolymer, Polysorbate 80, N-Prolyl Palmitoyl Tripeptide-56 Acetate, Sodium Hyaluronate, Yellow 5, Red 40."
PÜR,Submerge Overnight Detox Anti-Pollution Moisturizer,"Price
$34.00",3.8,"Aqua/Water/Eau, Cyclopentasiloxane, Propanediol, Glycerin, Cyclohexasiloxane, Polysorbate 20, Dimethicone, Sorbitol, Camellia Sinensis (Green Tea) Leaf Extract, Charcoal Powder, Oleth-20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Butylene Glycol, Phenoxyethanol, Tocopheryl Acetate (Vitamin E), Dehydroacetic Acid, Benzoic Acid, Ethylhexylglycerin, Hydrolyzed Viola Tricolor (Wild Pansy) Extract, Ophiopogon Japonicus Root Extract, Disodium Edta, Aloe Barbadensis Leaf Juice, Alteromonas Ferment Extract, Sodium Hyaluronate, Saccharomyces/Iron Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment."
Yes to,Watermelon Super Fresh Gel Moisturizer,"Sale Price
$9.09
Original Price
$12.99",4.3,"Water (Aqua), Sodium Hyaluronate, Glycerin, Citrullus Lanatus (Watermelon) Fruit Extract, Solanum Lycopersicum (Tomato) Fruit/Leaf/Stem Extract, Aminopropyl Ascorbyl Phosphate*, Prunus Armeniaca (Apricot) Kernel Oil, Retinol, Glycine Soja (Soybean) Oil, Cetearyl Olivate, Sorbitan Olivate, Carbomer, Sodium Hydroxide, Melia Azadirachta Flower Extract, Corallina Officinalis Extract, Coccinia Indica Fruit Extract, Melia Azadirachta Leaf Extract, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Ocimum Sanctum Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Mimosa Tenuiflora Bark Extract, Phenoxyethanol, Ethylhexylglycerin, Fragrance (Parfum), Benzyl Benzoate.

*Vitamin C"
Elizabeth Arden,Visible Difference Replenishing HydraGel Complex,Online Only,NA,"Aqua/Water, Cyclopentasiloxane, Butylene Glycol, Dimethicone, Glycerin, Aminomethyl Propanol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Benzophenone-4, Carbomer, Chondrus Crispus Extract, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Fomes Officinalis (Mushroom) Extract, Hydroxyacetophenone, PEG-11 Methyl Ether Dimethicone, Pentylene Glycol, Potassium Hydroxide, Sodium Hyaluronate, Tocopheryl Acetate, Parfum (Fragrance), Benzyl Salicylate, Butylphenyl Methylpropional, Citronellol, Limonene, Linalool, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Potassium Sorbate, Sodium Dehydroacetate, Blue 1 (CI 42090)."
jane iredale,BeautyPrep Face Moisturizer,Online Only,4.5,"Aqua/Water/Eau, Rosa Damascena Flower Water, Coconut Alkanes, Coco-Caprylate/Caprate, Jojoba Esters, Glyceryl Stearate, Stearic Acid, Glycerin, Raphanus Sativus (Radish) Root Extract, Rosa Centifolia Extract, Rosa Canina (Rosehips) Fruit Extract, Persea Gratissima (Avocado) Butter, Butyrospermum Parkii (Shea Butter), Isostearyl Neopentanoate, Euphrasia Officinalis (Eyebright) Extract, Pyrus Malus (Apple) Fruit Extract, Rubus Fruticosus (Blackberry) Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Sodium Hyaluronate, Citrus Aurantium Dulcis (Orange) Oil, Cympopagon Flexuosus (Lemon Grass) Oil, Carthamus Tinctorius (Safflower) Seed Oil, Xanthan Gum, Chondrus Crispus (Carrageenan) Extract, Rosa Alba Flower Extract, Lonicera Caprifolium (Honeysuckle) Flower Extract (and) Simmondsia Chinensis (Jojoba) Seed Oil."
Duke Cannon Supply Co,Standard Issue Face Lotion,Online Only,5,NA
Mario Badescu,Ginseng Moist Cream,"Price
$18.00",4.2,"Aqua (Water,Eau), Glycerin, Dimethicone, Oryza Sativa (Rice) Bran Oil, Propylene Glycol, Cetearyl Alcohol, Cera Alba (Beeswax, Cire d'abeille), Stearic Acid, Cetyl Esters, Hydrolyzed Glycosaminoglycans, Panax Ginseng Root Extract, Ceteareth-20, Isodecyl Salicylate, PEG-400, Glyceryl Acrylate/Acrylic Acid Copolymer, BHA, Potassium Sorbate, Phenoxyethanol, Methylparaben, Propylparaben, Triethanolamine, Diazolidinyl Urea, Citric Acid"
Differin,Soothing Moisturizer,Online Only,4,"Water, Glycerin, Hydrogenated Polyisobutene, Ceteareth-20, Cetearyl Alcohol, Persea Gratissima (Avocado) Oil, Tocopheryl Acetate (Vitamin E), Dimethicone, Panthenol (Vitamin B5), Citric Acid, Sodium Levulinate, Caprylyl Glycol, Benzyl Alcohol, Stearoxytrimethylsilane, Stearyl Alcohol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Anisate."
Avène,Revitalizing Nourishing Cream,Online Only,4.7,"Avène Thermal Spring Water (Avène Aqua), Glycerin, Octyldodecanol, Mineral Oil (Paraffinum Liquidum), Cetearyl Alcohol, Dimethicone, Isododecane, Methyl Gluceth20, Pentylene Glycol, Water (Aqua), Silica, Cetearyl Glucoside, Glyceryl Stearate, Peg-100 Stearate, Benzoic Acid, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Fragrance (Parfum), Hydrogenated Starch Hydrolysate, Polyacrylate-13, Polyisobutene, Polysorbate 20, Ribes Rubrum (Currant) Fruit Extract (Ribes Rubrum Fruit Extract), Rubus Idaeus (Raspberry) Fruit Extract (Rubus Idaeus Fruit Extract), Sodium Benzoate, Sodium Hydroxide, Sorbitan Isostearate, Tocopherol, Tocopheryl Glucoside, Vaccinium Myrtillus Fruit Extract, Xanthan Gum."
Clinique,Fresh Pressed 7-Day Recharge System - For Combination Oily to Oily Skin,"Price
$29.00",2.8,"This item is not eligible for coupon discounts. See
Opens in a new window
ulta.com/coupons for details."
Pacifica,Glow Jelly Dewy Radiance,"Price
$12.00",4,"Aqua, Glycerin, Cassia Angustifolia Seed Polysaccharide, Sodium Ascorbyl Phosphate (Vitamin C), Cannabis Sativa (Hemp) Seed Oil, Aloe Barbadensis Leaf Juice, Chondrus Crispus Powder, Ceratonia Siliqua (Carob) Gum, Panthenol, Cellulose Gum, Sucrose, Sodium PCA, Citric Acid, Hydroxyethylcellulose, Ethylhexylglycerin, Phenoxyethanol, Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Parfum*. *Pacifica Scent Blend With Natural And/Or Essential Oils."
Vichy,Aqualia Thermal Crème,Online Only,3.9,"Aqua/Water, Glycerin, Dimethicone, Caprylic/Capric Triglyceride, Pentaerythrityl Tetraisostearate, Synthetic Wax, Butyrospermum Parkii Butter/Shea Butter, Alcohol Denat., Hydrogenated Polyisobutene, Ammonium Polyacryldimethyltauramide / Ammonium Polyacryloyldimethyl Taurate, Pentylene Glycol, Glyceryl Stearate, Behenyl Alcohol, Stearyl Dimethicone, Glyceryl Stearate Citrate, Sodium Hyaluronate, Phenoxyethanol, Chondrus Crispus (Carrageenan), Disodium Ethylene Dicocamide PEG-15 Disulfate, Disodium EDTA, Caprylyl Glycol, Citric Acid, Biosaccharide Gum-1, Parfum /Fragrance Code FIL : B164017/2."
frank body,Caffeinated Face Moisturiser,"Sale Price
$15.36
Original Price
$21.95",4.7,"Water (Aqua), Squalane (Olive), Vitis Vinifera (Grape) Seed Oil, Glycerin, Cetearyl Olivate, Caprylic/Capric Triglyceride, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Sorbitan Olivate, Olus (Vegetable) Oil, Coffea Arabica (Coffee) Seed Oil, Vitis Vinifera (Grape) Fruit Extract, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea Butter), Theobroma Cacao (Cocoa) Seed Butter, Tocopherol (Vitamin E), Glycine, Soja (Soybean) Oil, Aloe Barbadensis (Aloe Vera) Leaf Juice, Glycyrrhiza Glabra (Licorice) Root Extract, Fragrance (Parfum), Chondrus Crispus (Carrageenan), Xanthan Gum (Sugar), Citric Acid (Corn), Potassium Sorbate, Benzyl Alcohol (Cinnamon Derived), Dehydroacetic Acid, Sodium Citrate (Corn). Total naturally derived: 99.92%"
Garnier,SkinActive Rose Water 24H Moisture Gel,"Sale Price
$10.49
Original Price
$14.99",4.6,"Aqua/Water/Eau, Glycerin, Rosa Damascena Flower Water, Mimethicone, Cetearyl,Ethylhexanote,Alcohol Denat,Hydroxyethylpiperazine Ethane Sulfonic Acid, Ammonium Polyacryloydimethyl Taurate,Phenoxyrthanol,Caprylyl Glycol,Isopropyl Myristate,Propanediol,Ascorbyl Glucoside, Parfum/Fragrance,Dimethiconol,Sodium Hyaluronate,Xanthan Gum, Disodium Edta,Arginine,Citric Acid,Sodium Hydroxide,Salicyclic Acid."
YUNI,Active Calm Firming Facial Moisturizer,"Price
$28.00",4.5,"Water (Aqua), Caprylic/Capric Triglyceride, Glycerin, Aloe Barbadensis Leaf Juice, Glyceryl Stearate, Cetearyl Olivate, Hydroxystearyl Alcohol, Hydroxystearyl Glucoside, Dimethicone, Sorbitan Olivate, Cetearyl Alcohol, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea Butter), Leontopodium Alpinum Meristem Cell Culture, Mauritia Flexuosa (Buriti) Fruit Oil, Camellia Sinensis Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Lavandula Angustifolia (Lavender) Flower Extract, Cetearyl Glucoside, Xylitol, Hydrogenated Lecithin, Hydrolyzed Vegetable Protein, Sodium Hyaluronate, Beta Glucan, Panthenol, Allantoin, Maltodextrin, Xanthan Gum, Fragrance (Parfum)**, Gluconolactone, Potassium Sorbate, Sodium Benzoate, Benzyl Benzoate*, D-Limonene*, Geraniol*, Hexyl Cinnamic Aldehyde*, Limonene*, Linalool*. *EU Allergen. From natural essential oils.**Made with natural essential oils."
PMD,Recovery Moisturizer,Online Only,4,"Water, Cetearyl Alcohol, Isopentyldiol, Glyceryl Stearate, Hordeum Distichon (Barley) Extract, Butyrospermum Parkii (Shea) Butter, Propanediol, Sea Water, Glycerin, Cyclopentasiloxane, Ethylene/Acrylic Acid Copolymer, Zanthoxylum Bungeanum Fruit Extract, Anogeissus Leiocarpus Bark Extract, Cucurbita Pepo (Pumpkin) Seed Extract, Palmitoyl Tetrapeptide-38, Opuntia Ficus-Indica Stem Extract, Corallina Officinalis Extract, Bisabolol, Algae Extract, Artemisia Vulgaris Extract, Phellodendron Amurense Bark Extract, Santalum Album (Sandalwood) Extract, Mangifera Indica (Mango) Seed Butter, Stearyl Glycyrrhetinate, Dipotassium Glycyrrhizate, Ergothioneine, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate, Glycine Soja (Soybean) Sterols, Linoleic Acid , Panthenyl Triacetate, Retinyl Palmitate, Aloe Barbadensis Leaf Juice, Camellia Sinensis Leaf Extract, Hydroxypropyl Cyclodextrin, Phospholipids, Xanthan Gum, Behenyl Alcohol, Sodium Stearoyl Lactylate, Phytosteryl Isostearate, C30-45 Alkyl Cetearyl Dimethicone Crosspolymer, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol "
Mario Badescu,Kera Moisturizer,"Price
$20.00",4.2,"Aqua (Water, Eau), Glycerin, Paraffinum Liquidum/Mineral Oil/Huile Minérale, Isodecyl Salicylate, PEG-75, Stearic Acid, Saccharide Isomerate, Avena Sativa (Oat) Kernel Flour, Glyceryl Stearate, Hydrolyzed Elastin, Chitosan Succinamide, Cymbopogon Schoenanthus Leaf Extract, Isopropyl Myristate, Tocopherol, Cetyl Alcohol, Isopropyl Myristate, Glyceryl Acrylate/Acrylic Acid Copolymer, Triethanolamine, Propylene Glycol, Carbomer, Potassium Sorbate, Methylparaben, Propylparaben, Sodium Benzoate, Diazolidinyl Urea, Phenoxyethanol, Citric Acid, Sodium Citrate"
Pacifica,Travel Size Coconut Probiotic Water Rehab Cream,"Sale Price
$7.00
Original Price
$10.00",4.8,"Aqua (Purified), Aloe Barbadensis Leaf Juice, Caprylic/Capric Triglyceride, Glyceryl Stearate, Octyl Palmitate, Glycerin, Stearic Acid, Cetyl Alcohol, Stearyl Alcohol, Dipalmitoyl Hydroxyproline (Plant Amino Acid Complex), Allantoin, Hyaluronic Acid, Lecithin, Cocos Nucifera (Coconut) Water, Lactococcus Ferment Lysate, Mixed Tocopherols (Vitamin E), Phenoxyethanol, Ethylhexylglycerin, Parfum (Natural)."
Dr. Brandt,Pores No More Mattifying Hydrator,Online Only,3.2,"Water, Dimethicone, Polysilicone-11,Dimethicone/Divinyldimethicone/Silsesquioxane Crosspolymer, Butylene Glycol, Propanediol, Barium Sulfate, Polysorbate 20, Polymethylsilsesquioxane, Sodium Pca, Glycerin, Phenoxyethanol, Isohexadecane, Alcohol Denat., Carbomer, Tocopheryl Acetate, Ammonium Polyacryloyldimethyl Taurate, Tromethamine, Sodium Acrylates Copolymer, Sorbitol, Xanthan Gum, Titanium Dioxide (Ci77891), Lecithin, Polysorbate 80, Iris Florentina Root Extract, Mica, Ethylhexylglycerin, Zinc Sulfate, Retinyl Palmitate, Saccharide Isomerate, Polyglutamic Acid, Diatomaceous Earth, Methylsilanol Mannuronate, Caprylyl Glycol, Disodium EDTA, Glyceryl Caprylate, Tin Oxide (CI77861)."
Thayers,Witch Hazel Blemish Clearing Balm,"Sale Price
$10.49
Original Price
$14.99",3.5,"Water, Helianthus Annuus (Sunflower) Seed Oil, Glycerin, Stearic Acid, Glyceryl Stearate, PEG-100 Stearate, Beeswax, Caprylyl Glycol, Phenoxyethanol, Ethylhexylglycerin, Aminomethyl Propanol, Fragrance, Xanthan Gum, Carrageenan, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Certified Organic Witch Hazel Exract Blend (Hamamelis Virginiana Extract (Witch Hazel*), Aloe Barbadensis Leaf Juice (Filet of Aloe Vera*)), Cymbopogon Flexuosus (Lemongrass) Oil.

*Denotes Certified Organic Ingredients"
SKIN&CO,Truffle Therapy Cream,Online Only,NA,"Aqua (Water), Aloe Barbadensis Leaf Juice*, Dimethicone, Cyclopentasiloxane, Coco-Caprylate, Polysilicone-11, Glyceryl Stearate, Cetearyl Alcohol, Polymethylsilesequioxane, Potassium Palmitoyl Hydrolized Rice Protein, Hdi/Trimethoyl Hexyllactone Crosspolymer, Sodium Stearoyl Glutamate, Tuber Melanosporum Extract, Butyrospermum Parkii Butter*, Palmitoyl Hexapeptide-19, Helianthus Annuus Seed Oil, Boron Nitride, Panthenol, Phenythyl Alcohol, Sodium Polyacrylate, Propylene Glycol, Glyceryl Caprylate, Sodium Hyaluronate, Tocopherol, P-Anisic Acid, Sodium Phytate, Parfum, Coumarin, Phenoxyethanol, Linalool. *From Organic Agriculture | De L¿Agriculture Biologique | Da Agricoltura Biologica Made In Italy"
