brand,name,price,rating,ingredients
PEACH & LILY,Matcha Pudding Antioxidant Cream,Only at Ulta Beauty,4.4,"Water (Aqua), Ethylhexyl Palmitate, Glycerin, Niacinamide, Cetearyl Alcohol, 1,2-Hexanediol, Dicaprylyl Carbonate, Butylene Glycol, Glyceryl Stearate, Sorbitan Stearate, Camellia Sinensis Leaf Extract, Juniperus Communis Fruit Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Moringa Oleifera Seed Extract, Nelumbo Nucifera Flower Extract, Panthenol, Tocopherol, Adenosine, Allantoin, Betaine, Caramel, Chlorphenesin, Eriobotrya Japonica Leaf Extract, Glyceryl Olivate, Cetearyl Olivate, Hydrogenated Rapeseed Alcohol, Propanediol, Pantolactone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Tromethamine, Trisodium Ethylenediamine Disuccinate, Sucrose, Mineral Salts, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Behenyl Alcohol, Polyglyceryl-4 Oleate, Hydrogenated Vegetable Oil, Dipotassium Glycyrrhizate, Stearic Acid, Sorbitan Olivate, Sorbitan Isostearate, Aniba Rosodora (Rosewood) Wood Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Salvia Sclarea (Clary) Oil, Thymus Vulgaris (Thyme) Flower/Leaf Oil."
Juice Beauty,STEM CELLULAR Anti-Wrinkle Moisturizer,"Price
$70.00",4.5,"Juice Beauty Proprietary Blend Of Fruit Stem Cells: Apple Buds, Grape Buds & Lemon Leaf.
Ingredients: Pyrus Malus (Organic Apple Juice/Jus De Pomme Bio)*, Vitis Vinifera (Organic White Grape Juice/Jus De Raisin Blanc Bio)*, Citrus Medica Limonum (Organic Lemon Juice/Jus De Citron Bio)*, Aloe Barbadensis (Organic Aloe Juice/Jus D'Aloès Bio)*, Caprylic/Capric Triglyceride+, Simmondsia Chinensis (Organic Jojoba Seed Oil/Huile De Graines De Jojoba Bio)*, Cetearyl Alcohol+, Glyceryl Stearate+, Stearic Acid+, Glycerin+, Helianthus Annuus (Organic Sunflower Seed Oil/Huile De Graines De Tournesol Bio)*, Ethylhexyl Palmitate+, Xanthan Gum, Butyrospermum Parkii (Organic Shea Butter/Beurre De Karaté Bio)*, Malus Domestica (Apple Fruit Cell Culture Extract/Extrait De Culture Cellulaire De Pomme), Vitis Vinifera (Grape Fruit Cell Extract/Extrait De Cellule De Raisin), Citrus Medica Limonum (Lemon Leaf Cell Extract/Extrait De Cellule Des Feuilles De Citron), Tocopherol (Vitamin E/Vitamine E), Oenothera Biennis (Organic Evening Primrose/Huile D'Onagre Bio)*, Linum Usitatissimum (Organic Linseed Oil/Huile De Lin Bio)*, Borago Officinalis (Organic Borage Seed Oil/Huile De Graines De Bourrache Bio)*, Sodium Benzoate, Potassium Sorbate, Ethylhexylglycerin+, Magnesium Ascorbyl Phosphate (Vitamin C/Vitamine C), Panthenol (Vitamin B5/Vitamine B5), Allantoin, Citrus Reticulata (Mandarin Oil/Huile De Mandarine), Litsea Cubeba (May Chang Oil/Huile De Chang Mai), Cinnamomum Camphora (Ho Wood Oil/Huile De Camphre).

*Certified Organic Ingredient / Ingrediént Certifié Bio
+ Plant Derived / Origine Végétale"
Philosophy,Anti-Wrinkle Miracle Worker+ Line Correcting Moisturizer,"Price
$65.00",4.2,"Aqua/Water/Eau, Cyclopentasiloxane, Glycerin, Cyclohexasiloxane, Propanediol, Ascorbyl Glucoside, Behenyl Alcohol, Dimethicone, Peg/Ppg-18/18 Dimethicone, Phenoxyethanol, Borago Officinalis Seed Oil, Linum Usitatissimum (Linseed) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Bisabolol, Sodium Hydroxide, Polysorbate 20, Butylene Glycol, Parfum/Fragrance, Isopropyl Palmitate, Ethylhexylglycerin, Disodium Edta, Peg-8, Lecithin, Citrus Aurantium Dulcis (Orange) Fruit Extract, Tocopherol, Resveratrol, Limonene, 3-O-Ethyl Ascorbic Acid, Carbomer, Saponins, Benzyl Salicylate, Hyaluronic Acid, Silanetriol, Swertia Chirata Extract, Ascorbyl Palmitate, Citric Acid, Mineral Salts, Sorbic Acid, Anogeissus Leiocarpus Bark Extract, Ascorbic Acid, Farnesol, Olus/Vegetable Oil/Huile Vegetale, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7."
Tula,24-7 Moisture Hydrating Day & Night Cream,"Price
$52.00",4.7,"Aqua/Water/Eau, Butylene Glycol, Ethylhexyl Palmitate, Squalane, Glycerin, Cetyl Alcohol, Caprylic/Capric Triglyceride, Dimethicone, Hydrogenated Vegetable Oil, Glyceryl Stearate, PEG 100 Stearate, Bifida Ferment Lysate, Lactose, Lactis Proteinum/Milk Protein/Protéine du lait, Yogurt Extract, Hydrolyzed Rice Protein, Cichorium Intybus (Chicory) Root Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Olus/Vegetable Oil/Huile végétale, Camelina Sativa Seed Oil, Camellia Sinensis Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Tocopheryl Acetate, Ascorbyl Palmitate, Carthamus Tinctorius (Safflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Pyrus Malus (Apple) Fruit Extract, Citrullus Lanatus (Watermelon) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Sodium Lactate, Sodium PCA, Carbomer, Sodium Hydroxide, Pentylene Glycol, Caprylyl Glycol, Bulnesia Sarmientoi Wood Oil, Citrus Limon (Lemon) Fruit Oil, Citrus Aurantium Dulcis (Orange) Oil, Juniperus Mexicana Oil, Cananga Odorata Flower Oil, Ethylhexylglycerin, Stearyl Alcohol, Disodium EDTA, Citric Acid, Sorbic Acid, Phenethyl Alcohol, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Parfum/Fragrance, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Linalool, Hexyl Cinnamal."
The Ordinary,Natural Moisturizing Factors + HA,"Price
$7.70",,"Aqua (Water), Caprylic/Capric Triglyceride, Cetyl Alcohol, Propanediol, Stearyl Alcohol, Glycerin, Sodium Hyaluronate, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glucose, Maltose, Fructose, Trehalose, Sodium Pca, Pca, Sodium Lactate, Urea, Allantoin, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Lecithin, Triolein, Tocopherol, Carbomer, Isoceteth-20, Polysorbate 60, Sodium Chloride, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Triethanolamine, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin."
Origins,GinZing SPF 40 Energy-Boosting Tinted Moisturizer,"Price
$41.00",4.2,"Active: Octinoxate 7.5%, Octisalate 2.0%, Octocrylene 2.0%, Titanium Dioxide 3.0%, Zinc Oxide 3.0%.
Inactive: Water\Aqua\Eau, Butylene Glycol, Cetyl Alcohol, Neopentyl Glycol Diheptanoate, C12-15 Alkyl Benzoate, Dimethicone, Laureth-4, Polyethylene, PEG-100 Stearate, Hydrogenated Lecithin, Citrus Limon (Lemon) Peel Oil*, Citrus Grandis (Grapefruit) Peel Oil*, Mentha Viridis (Spearmint) Leaf Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Limonene, Linalool, Citral, Garcinia Mangostana Peel Extract, Panax Ginseng (Ginseng) Root Extract, Citrus Aurantium Amara (Bitter Orange) Flower Wax, Castanea Sativa (Chestnut) Seed Extract, Psidium Guajava (Guava) Fruit Extract, Citrus Aurantium Amara (Bitter Orange) Flower Water, Laminaria Saccharina Extract, Triticum Vulgare (Wheat) Germ Extract, Adenosine Phosphate, Pantethine, Creatine, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Folic Acid, Tourmaline, Cordyceps Sinensis Extract, Ethylhexylglycerin, Acetyl Carnitine HCL, Caffeine, Rhodochrosite, Sodium Hyaluronate, Isopropyl Myristate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Trehalose, Polyglyceryl-3 Beeswax, PVP/Hexadecene Copolymer, Squalane, Caprylyl Glycol, Tocopheryl Acetate, Yeast Extract\Faex\Extrait De Levure, Isostearic Acid, Polymethyl Methacrylate, Dimethicone Silylate, Polyhydroxystearic Acid, Magnesium Ascorbyl Phosphate, Nylon-12, Xanthan Gum, Hexylene Glycol, Polysorbate 60, Silica, BHT, Phenoxyethanol, Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
Clinique,Moisture Surge 100 Hour Auto-Replenishing Hydrator,"Price
$56.00",4.6,"Water\Aqua\Eau, Dimethicone, Butylene Glycol, Glycerin, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady's Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Aloe Barbadensis Leaf Extract, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Caprylyl Glycol, Oleth-10, Sodium Polyaspartate, Aloe Barbadensis Leaf Polysaccharides, Lactobacillus Ferment Lysate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, Peg-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Citric Acid, Bht, Disodium Edta, Sodium Citrate, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol, Red 4 (CI 14700), Yellow 5 (CI 19140).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
First Aid Beauty,Ultra Repair Cream,"Price
$36.00",4.4,"Active Ingredient: Colloidal Oatmeal 0.50%.
Inactive Ingredients: Water, Stearic Acid, Glycerin, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Glyceryl Stearate, Glyceryl Stearate SE, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Dimethicone, Squalane, Phenoxyethanol, Caprylyl Glycol, Xanthan Gum, Allantoin, Sodium Hydroxide, Disodium EDTA, Chrysanthemum Parthenium (Feverfew) Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Ceramide NP, Eucalyptus Globulus Leaf Oil."
CeraVe,AM Facial Moisturizing Lotion SPF 30,"Sale Price
$15.19
Original Price
$18.99",3.3,"Active: Homosalate 12%, Octinoxate 7.5%, Octocrylene 2%, Zinc Oxide 3.5%. Inactive: Purified Water, Niacinamide, Behentrimonium Methosulfate and Cetearyl Alcohol, Glycerin, Aluminum Starch Octenylsuccinate and Boron Nitride, Dimethicone, Ceramide 3, Ceramide 6-II, Ceramide 1, Cholesterol, Hyaluronic Acid, Phytosphingosine, Hydroxyethylcellulose, Disodium EDTA, Sodium Lauroyl Lactylate, Methylparaben, Propylparaben, Carbomer, Xanthan Gum."
Perricone MD,High Potency Classics: Face Finishing & Firming Moisturizer,"Price
$69.00",4.5,
CeraVe,SA Cream,"Sale Price
$19.99
Original Price
$24.99",4.6,"Purified Water, Glycerin, Behentrimonium Methosulfate and Cetearyl Alcohol, Mineral Oil, Glyceryl Stearate SE, Ammonium Lactate, Salicylic Acid, Triethanolamine, Cetyl Alcohol, Niacinamide, PEG-100 Stearate, Cholecaciferol (Vitamin D in Corn Oil), Ceramide 3, Ceramide 6-11, Ceramide 1, Cholesterol, Phytosphingosine, Hyaluronic Acid, Phenoxyethanol, Dimethicone, Methylparaben, Edetate Disodium, Propylparaben, Sodium Lauroyl Lactylate, Carbomer, Xenthan Gum."
CeraVe,SA Lotion For Rough & Bumpy Skin,"Sale Price
$15.19
Original Price
$18.99",4.4,"Salicylic Acid, Water, Glycerin, Mineral Oil, Triethanolamine, Glyceryl Stearate, Ammonium Lactate, Peg-100 Stearate, Cetearyl Alcohol, Cetyl Alcohol, Zea Mays (Corn) Oil, Ceramide Np, Ceramide Ap, Ceramide Eop, Carbomer, Behentrimonium Methosulfate, Dimethicone, Methylparaben, Sodium Lauroyl Lactylate, Cholecalciferol, Cholesterol, Disodium Edta, Propylparaben, Hydrolyzed Hyaluronic Acid, Phytosphingosine, Xanthan Gum."
Kiehl's Since 1851,Ultra Facial Cream,"Price
$32.00",4.6,"Aqua/Water, Glycerin, Cyclohexasiloxane, Squalane, Bis-PEG-18 Methyl Ether Dimethyl Silane, Sucrose Stearate, Stearyl Alcohol, PEG-8 Stearate, Myristyl Myristate, Pentaerythrityl Tetraethlhexanoate, Prunus Armeniaca Kernal Oil/Apricot Kernal Oil, Phenoxyethanol, Persea Gratissima Oil/Avocado Oil, Glyceryl Stearate, Cetl Alcohol, Oryza Sativa Bran Oil/Rice Bran Oil, Olea Europaea Fruit Oil/Olive Fruit Oil, Chlorphenesin, Stearic Acid, Palmitic Acid, Disodium EDTA, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Prunus Amygdalus Dulcis Oil/Sweet Almond Oil, Xanthan Gum, Ethylhexylglycerin, Sodium Hydroxide, Tocopherol, Glycine Soja Oil/Soybean Oil, Pseudoalteromonas Ferment Extract, Myristic acid, Hydroxypalmitol Sphinganine, BHT, Salicylic Acid, Citric Acid."
Clinique,Dramatically Different Hydrating Jelly,"Price
$29.50",4.1,"Water\Aqua\Eau Water\Aqua\Eau, Bis-PEG-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Glycerin, Cucumis Sativus (Cucumber) Fruit Extract, Hypnea Musciformis (Algae) Extract, Gelidiella Acerosa Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Padina Pavonica Thallus Extract, Helianthus Annuus (Sunflower) Seedcake, Sucrose, Caffeine, Sodium Hyaluronate, Hydroxyethyl Urea, Hydrolyzed Rice Extract, Sorbitol, Sodium Polyaspartate, PPG-6-Decyltetradeceth-30, Ethylhexylglycerin, Propylene Glycol Dicaprate, Caprylyl Glycol, Trehalose, Polysorbate 80, Carbomer, Sodium Hydroxide, Hexylene Glycol, Citric Acid, Sodium Citrate, Disodium EDTA, Phenoxyethanol, Bis-PEG-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Glycerin, Cucumis Sativus (Cucumber) Fruit Extract, Hypnea Musciformis (Algae) Extract, Gelidiella Acerosa Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Padina Pavonica Thallus Extract, Helianthus Annuus (Sunflower) Seedcake, Sucrose, Caffeine, Sodium Hyaluronate, Hydroxyethyl Urea, Hydrolyzed Rice Extract, Sorbitol, Sodium Polyaspartate, PPG-6-Decyltetradeceth-30, Ethylhexylglycerin, Propylene Glycol Dicaprate, Caprylyl Glycol, Trehalose, Polysorbate 80, Carbomer, Sodium Hydroxide, Hexylene Glycol, Citric Acid, Sodium Citrate, Disodium EDTA, Phenoxyethanol."
It Cosmetics,Hello Results Wrinkle-Reducing Daily Retinol Serum-in-Cream,"Price
$69.00",4.2,"Aqua/Water/Eau, Glycerin, Butylene Glycol, Niacinamide, Isononyl Isononanoate, Aluminum Starch Octenylsuccinate, Caprylic/Capric Triglyceride, Sodium Polyacrylate, Glycine Soja Oil/Soybean Oil, Polyglyceryl-3 Methylglucose Distearate, Parfum/Fragrance, Dimethicone, Phenoxyethanol, Panthenol, Caprylyl Glycol, Allyl Methacrylates Crosspolymer, Benzyl Salicylate, Retinol, Chlorphenesin, Acrylates/Beheneth-25 Methacrylate Copolymer, Benzyl Alcohol, Trisodium Ethylenediamine Disuccinate, Sodium Hyaluronate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Polysorbate 20, Ceramide Np, Tocopherol, Hydroxypalmitoyl Sphinganine, Bht, Propyl Gallate."
La Roche-Posay,Toleriane Double Repair Face Moisturizer UV SPF 30,"Sale Price
$15.99
Original Price
$19.99",4.3,"Active: Avobenzone 3% (Sunscreen), Homosalate 5% (Sunscreen), Octisalate 5% (Sunscreen), Octocrylene 7% (Sunscreen) Inactive: Water (La Roche-Posay Prebiotic Thermal Water), Glycerin, Silica, Dimethicone, Niacinamide, Peg-100 Stearate, Glyceryl Stearate, Stearic Acid, Stearyl Alcohol, Allantoin, Ceramide Np, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Hydroxide, Myristic Acid, Myristyl Alcohol, Palmitic Acid, Ammonium Polyacryloyldimethyl Taurate, Disodium Edta, Capryloyl Glycine, Caprylyl Glycol, Citric Acid, Xanthan Gum, T-Butyl Alcohol, Cetyl Alcohol, Tocopherol."
