brand,name,price,rating,ingredients
It Cosmetics,Confidence in a Cream Rosy Tone Skin Brightening Moisturizer,"Price
$49.00",4.5,"Aqua / Water / Eau, Squalane, Cyclohexasiloxane, Glycerin, Cetyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Myristyl Myristate, Pentaerythrityl Tetraethylhexanoate, Octyldodecanol, Sorbitan Tristearate, Butylene Glycol, Phenoxyethanol, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Synthetic Fluorphlogopite, CI 77891 / Titanium Dioxide, Isohexadecane, Silica, Capryloyl Salicylic Acid, Ascorbyl Glucoside, Chlorphenesin, Mica, Polysorbate 80, Parfum / Fragrance, Paeonia Albiflora Root Extract, Disodium EDTA, CI 77163 / Bismuth Oxychloride, CI 77491 / Iron Oxides, Hydrolyzed Cicer Seed Extract, Tocopherol, Niacinamide, Sodium Hyaluronate, Aloe Barbadensis Leaf Juice, Caprylic/Capric Triglyceride, Sorbitan Oleate, Sodium Hydroxide, Iris Florentina Root Extract, Vigna Aconitifolia Seed Extract, Propylene Glycol, Sodium Cocoyl Glutamate, Hexyl Cinnamal, Tin Oxide, Limonene, Glucose, Chamomilla Recutita Flower Extract / Matricaria Flower Extract, Ceteareth-25, Soluble Collagen, Sodium Benzoate, Citric Acid, Urtica Dioica Extract / Nettle Extract, Equisetum Arvense Extract, Betula Alba Leaf Extract, Potassium Sorbate, Camellia Sinensis Leaf Extract, Rose Extract, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Ceramide Np, Behenic Acid, Cholesterol, Trisodium Edta, Ceramide Ns, Ethylhexylglycerin, Ceramide Ap, Ceramide Eop, Ceramide Eos, Caprooyl Phytosphingosine, Caprooyl Sphingosine, Ascorbyl Palmitate."
Clinique,Clinique For Men Anti-Age Moisturizer,"Price
$41.00",4.5,"Water\Aqua\Eau , Squalane , Glycerin , Isostearyl Neopentanoate , Butyrospermum Parkii (Shea Butter) , Butylene Glycol , Peg-100 Stearate , Cetyl Alcohol , Dimethicone , Polyethylene , Glyceryl Stearate , Cucumis Sativus (Cucumber) Fruit Extract , Hordeum Vulgare (Barley) Extract\Extrait D'Orge , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Whey Protein\Lactis Protein\Protéine Du Petit-Lait , Caffeine , Acetyl Hexapeptide-8 , Sucrose , Petrolatum , Sodium Polyacrylate , Acetyl Glucosamine , Caprylyl Glycol , Propylene Glycol Dicaprate , Helianthus Annuus (Sunflower) Seedcake , Glyceryl Polymethacrylate , Palmitoyl Oligopeptide , Tocopheryl Acetate , Sodium Hyaluronate , Dimethicone Crosspolymer-3 , Hexylene Glycol , Ptfe , Peg-8 , Xanthan Gum , Disodium Edta , Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
ELEMIS,Pro-Collagen Marine Cream SPF 30,"Price
$128.00",4.8,"Water, Glycerin, Caprylic/Capric Triglyceride, Glyceryl Stearate SE, Isononyl Isononanoate, Dicaprylyl Carbonate, Dimethicone, Phenoxyethanol, Polyacrylate-13, Butylene Glycol, Cetyl Alcohol, Hydroxyacetophenone, Stearic Acid, Tocopheryl Acetate, Coco-Caprylate, Xanthan Gum, Chlorphenesin, Polyisobutene, Fragrance, Disodium EDTA, Lecithin, Tocopherol, Butyrospermum Parkii (Shea) Butter, Daucus Carota Sativa (Carrot) Root Extract, Triticum Vulgare (Wheat) Germ Oil, Chlorella Vulgaris Extract, Glyceryl Polyacrylate, Glyceryl Acrylate/Acrylic Acid Copolymer, Padina Pavonica Thallus Extract, Sodium Dehydroacetate, Polysorbate 20, Sorbitan Isostearate, Ginkgo Biloba Leaf Extract, Porphyridium Cruentum Extract, Acacia Decurrens (Mimosa) Flower Extract, Rosa Centifolia (Rose) Flower Extract, Sodium Benzoate, Potassium Sorbate, Citric Acid.

Sunscreen Active: Avobenzone 1.0%, Octionoxate 1.0%, Octocrylene 0.5%."
Honest Beauty,Hydrogel Cream,Online Only,NA,"Water (aqua), Squalane, Glycerin, Polyglyceryl-4 Lsostearate, Pyrus Malus (apple) Fruit Extract, Coco-caprylate/caprate, Propanediol, Disteardimonium Hectorite, Jojoba Esters, Sodium Pca, Tocopherol, Sodium Acetylated Hyaluronate, Hydrolyzed Sodium Hyaluronate, Trisodium Ethylenediamine Disuccinate, 1,2-hexanediol, Caprylhydroxamic Acid."
Clarins,Extra-Firming Wrinkle Control Firming Day Cream Broad Spectrum SPF 15 All Skin Types,"Price
$88.00",4.3,"Active: Avobenzone 3%, Homosalate 9%, Octocrylene 6,5%.
Inactive: Aqua/Water/Eau,Glycerin, Butyloctyl Salicylate, Butyrospermum Parkii (Shea) Butter, Dimethicone,C12-15 Alkyl Benzoate,Cetearyl Alcohol, Methyl Methacrylate Crosspolymer, Potassium Cetyl Phosphate, Parfum/Fragrance, Cetearyl Glucoside, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenoxyethanol, Butylene Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Tromethamine, Avena Sativa (Oat) Kernel Extract, Disodium EDTA,Tocopheryl Acetate, Xanthan Gum, Dimethiconol, Tocopherol, Anigozanthos Flavidus Extract, Caprylic/Capric Triglyceride, Betaine, Silica, Sorbitol, Diospyros Mespiliformis Leaf Extract, Maltodextrin, Sanicula Europaea Extract, Sodium Benzoate, Kalanchoe Pinnata Leaf Extract, Balanites Roxburghii Seed Oil, Mitracarpus Scaber Extract, Citric Acid, Malpighia Emarginata (Acerola) Seed Extract, Lapsana Communis Flower/Leaf/Stem Extract,Furcellaria Lumbricalis Extract, CI 15985/Yellow 6, Potassium Sorbate, Maris Sal/Sea Salt/Sel Marin."
Estée Lauder,Resilience Multi-Effect Tri-Peptide Face and Neck Creme SPF 15,Online Only,NA,"Active: Avobenzone 3.0%, Octisalate 4.5%, Octocrylene 2.7%. Inactive: Water\Aqua\Eau, Neopentyl Glycol Diheptanoate, Cetyl Alcohol, Glycerin, Butyloctyl Salicylate, Pentaerythrityl Tetraethylhexanoate, Polyethylene, Di-C12-15 Alkyl Fumarate, Petrolatum, Hydrogenated Lecithin, Butylene Glycol, Propanediol, Hydrogenated Polyisobutene, Octyldodecyl Myristate Hexyldecyl Stearate, Behenyl Alcohol, Cucumis Melo (Melon) Fruit Extract, Polygonum Aviculare Extract, Myrtus Communis Leaf Extract, Laminaria Digitata Extract, Acetyl Hexapeptide-8, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Lactoperoxidase, Glucose Oxidase, Cholesterol, Propylene Glycol Dicaprylate, Aminopropyl Ascorbyl Phosphate, Sodium Hyaluronate, Glucose, Algae Extract, Artemia Extract, Acetyl Glucosamine, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Glyceryl Stearate, Persea Gratissima (Avocado) Oil, Dimethicone, C12-16 Alcohols, Trehalose, Ethylhexylglycerin, Peg-100 Stearate, Caffeine, Palmitic Acid, Glycine Soja (Soybean) Sterols, Caprylyl Glycol, Isohexadecane, Polymethyl Methacrylate, Trifluoroacetyl Tripeptide-2, Tocopheryl Acetate, Zinc PCA, Polysilicone-11, Polysorbate 80, Yeast Extract\Faex\Extrait De Levure, Potato Starch Modified, Decarboxy Carnosine HCL, Xanthan Gum, Fragrance (Parfum), Sodium Hydroxide, Potassium Sulfate, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Dextran, Hexylene Glycol, Disodium EDTA, BHT, Potassium Sorbate, Phenoxyethanol, Red 4 (CI 14700), Mica, Titanium Dioxide (CI 77891).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
Exuviance,Age Reverse Day Repair SPF 30,"Price
$75.00",NA,"Active: Avobenzone 3% Octinoxate 7.5% Octisalate 5%.

inactive: Aqua/water/eau, Acetyl Glucosamine, Butyloctyl Salicylate,cyclopentasiloxane, Glyceryl Stearate, Butylene Glycol,butyrospermum Parkii (shea) Butter, PEG-100 Stearate,dimethicone, Cetyl Alcohol, Nylon-12, Triacontanyl Pvp,retinol, Citric Acid, Palmitoyl Tripeptide-1, Palmitoyltetrapeptide-7, Coffea Arabica (coffee) Fruit Extract, Tocopherylacetate, Rosa Damascena Flower Oil, Punica Granatum Extract,arginine, Glycerin, Propylene Glycol, Cyclohexasiloxane,caprylyl Glycol, Dimethiconol, Disodium EDTA, BHT, Xanthangum, PEG-75 Stearate, Ceteth-20, Steareth-20, Polysorbate 20,triethyl Citrate, Ammonium Acryloyldimethyltaurate/vpcopolymer, Methyldihydrojasmonate, Carbomer, Ethylenebrassylate, Phenoxyethanol, Chlorphenesin, Yellow 5 (CI 19140),red 33 (CI 17200)."
Olay,Total Effects Anti-Aging Moisturizer With SPF 30,"Sale Price
$17.49
Original Price
$24.99",NA,"Water, Glycerin, Polymethylsilsesquioxane, Niacinamide, Polyethylene, Pentylene Glycol, Tocopheryl Acetate, Panthenol, Dimethicone, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Benzyl Alcohol, Stearyl Alcohol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Behenyl Alcohol, PEG-100 Stearate, Cetyl Alcohol, C13-14 Isoparaffin, Isohexadecane, Methylparaben, Fragrance, Ethylparaben, Propylparaben, Cetearyl Glucoside, Cetearyl Alcohol, Dimethiconol, Laureth-7, Polysorbate 60, Stearic Acid, Disodium EDTA, Iodopropynyl Butylcarbamate, Titanium Dioxide."
Olay,Regenerist Fragrance-Free Micro-Sculpting Cream,"Sale Price
$20.29
Original Price
$28.99",NA,"Water, Glycerin, Isohexadecane, Niacinamide, Isopropyl Isostearate, Aluminum Starch Octenylsuccinate, Nylon-12, Dimethicone, Panthenol, Tocopheryl Acetate, Palmitoyl Pentapeptide-4, Sodium Peg-7 Olive Oil Carboxylate, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Ceratonia Siliqua (Carob) Fruit Extract, Stearyl Alcohol, Polyethylene, Cetyl Alcohol, Behenyl Alcohol, Sodium Acrylates Copolymer, Titanium Dioxide, Benzyl Alcohol, Methylparaben, Ethylparaben, Dimethiconol, Polyacrylamide, Peg-100 Stearate, Propylparaben, Cetearyl Glucoside, Cetearyl Alcohol, C13-14 Isoparaffin, Disodium Edta, Citric Acid, Stearic Acid, Palmitic Acid, C12-13 Pareth-3, Laureth-7, Sodium Hydroxide, Mica."
StriVectin,Tightening & Sculpting Face Cream,"Price
$95.00",NA,"Aqua (Water, Eau), Stearic Acid, Neopentyl Glycol Diethylhexanoate, C12-15 Alkyl Benzoate, Cyclopentasiloxane, Glycol Distearate, Cetearyl Alcohol, Myristyl Nicotinate, Phenoxyethanol, Cetyl Alcohol, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Polysorbate 60, Isostearyl Isostearate, Potassium Cetyl Phosphate, Cetyl Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sucrose Palmitate, Tocopherol, Pullulan, Allantoin, Panthenol, Orinthine, Propanediol, Phospholipids, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Aesculus Hippocastanum (Horse Chestnut) Bark Extract, Disodium EDTA, Paeonia Albiflora Root Extract, Sodium Hydroxide, Glyceryl Linoleate, Nannochloropsis Oculata Extract, Sorbitan Laurate, Glycolipids, Sodium Hyaluronate, Commiphora Mukul Resin Extract, Hydroxyethylcellulose, Acetyl Dipeptide-1 Cetyl Ester, Potassium Sorbate, Citric Acid, Fragrance (Parfum)."
CeraVe,Skin Renewing Day Cream SPF 30,"Sale Price
$19.99
Original Price
$24.99",3.3,"Active: Octinoxate 7.5 %, Zinc Oxide 10.5 %. Inactive: Water, Cyclomethicone, Pentylene Glycol, Phenyl Trimethicone, Cetearyl Alcohol, PED-40 Stearate, Dimethicone, Glycerin, Stearyl Alcohol, Phenoxyethanol, Hydraxyethyl Acrylate, Sodium Acryloyldimethyl Taurate Copolymer, Ceramide 3, Ceramide 6-11, Ceramide 1, Potassium Cetyl Phosphate, Squalane, Phytosphingosine, Cholesterol, Lecithin, Hydrogenated Palm Glycerides, Behentrimonium Methosulface, Polysorbate 60, Hyaluronic Acid, Retinol, Disodium EDTA, Xanthan Gum, Iris Florentina Root Extract, Ceteareth-20, Polysilicone-11, Polysorbate 20, Chlorphenesin, Sodium Lauroyl Lactylate, Tetra-Hexyldecyl Ascorbate, Alcohol, Butylene Glycol, Ethylhexylglycerin, Dimethicone Crosspolymer-3, Sodium Polyacrylate, Sodium Hydroxide, Carbomer, Citric Acid."
Tula,Super Soothe Calming Moisturizing Lotion,"Price
$46.00",4.4,"Aqua/Water/Eau, Glycerin, C13-15 Alkane, Propanediol, Squalane, Cetearyl Olivate, Jojoba Esters, Hydrogenated Olive Oil, Sorbitan Olivate, Lactococcus Ferment Lysate, Sclerotium Gum, Butyrospermum Parkii (Shea) Butter, Opuntia Ficus-Indica Fruit Extract, Olea Europaea (Olive) Fruit Oil, Colloidal Oatmeal, Hydroxyacetophenone, 1,2-Hexanediol, Caprylyl Glycol, Helianthus Annuus (Sunflower) Seed Extract, Olea Europaea (Olive) Oil Unsaponifiables, Saccharomyces Cerevisiae Extract, Cucumis Sativus (Cucumber) Fruit Extract, Trisodium Ethylenediamine Disuccinate, Hordeum Vulgare Extract, Agastache Mexicana Flower/Leaf/Stem Extract, Zingiber Officinale (Ginger) Root Extract, Phenoxyethanol, Lactic Acid, Maltodextrin, Sodium Benzoate, Sodium Chloride, Potassium Sorbate, Aloe Barbadensis Leaf Juice, Tocopherol, Linum Usitatissimum (Linseed) Seed Extract."
Tula,Dew Your Thing Oil Free Gel Cream,"Price
$48.00",4.7,"Aqua/Water/Eau, Pro-panediol, Cyclopentasiloxane, Cyclo-hexasiloxane, Caprylyl Methicone, Dimethicone, Aspergillus/Rice Ferment, Lactococcus Ferment Lysate, Saccharomyces/Rice Ferment Filtrate, Lactic Acid, Aloe Barbadensis Flower Extract, Sodium Yaluronate, Citrullus Lanatus (Watermelon) Fruit Extract, Coccinia Indica Fruit Extract, Corallina Officinalis Extract, Curcuma Longa (Turmeric) Root Extract, Lens Esculenta (Lentil) Fruit Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Ocimum Sanctum Leaf Extract, Opuntia Ficus-indica (Organic Prickly Pear) Stem Extract, Pyrus Malus (Apple) Fruit Extract, Chondrus Crispus Extract, So-lanum Melongena (Eggplant) Fruit Extract, Glycerin, Gluconolactone, Panthenol, Pantolactone, Sodium Lactate, Sodium Pca, Tocopherol, Saccharide Isomerate, Sodium Benzoate, Sodium Chloride, Sodium Citrate, Citric Acid, Caprylhydroxamic Acid, Caprylyl Glycol, Cetyl Peg/Ppg-10/1 Dimethicone, Dimethicone/Peg-10/15 Crosspolymer, Dipropylene Glycol, 1,2- Hexanediol, Butylene Glycol, Potassium Sorbate,Ethylhexylglycerin, Parfum/Fragrance, Phenoxyethanol."
e.l.f. Cosmetics,SuperHydrate Moisturizer,"Sale Price
$8.40
Original Price
$12.00",4.1,"Water (Aqua), Butylene Glycol, Glycerin, Dimethicone, PEG-240/HDI copolymer bis-decyltetradeceth-20 ether, Niacinamide, Trehalose, Squalane, Centella Asiatica Extract, Tremella Fuciformis Sporocarp Extract, Tocopheryl Acetate (Ve), Tocopherol , Propanediol, 1,2-Hexanediol, Gellan gum, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylhydroxamic Acid, Tromethamine, Sodium Chloride, Sodium Citrate, Potassium laurate, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Ethylhexylglycerin."
Josie Maran,Whipped Argan Oil Face Butter,"Price
$42.00",4.7,"Aqua (Water)**, Argania Spinosa (Argan) Kernel Oil*, Glyceryl Stearate**, Glycerin**, Cetyl Alcohol**, Butyrospermum Parkii (Shea) Butter **, Dicapryl Carbonate**, Ethylhexyl (Octyl) Palmitate**, Hydroxyethyl Acrylate/Sodium Acryloyl Dimethyl Taurate Copolymer**, Caprylic/Capric Triglyceride**, Xylitylglucoside**, Aloe Barbadensis (Aloe Vera) Leaf Juice*, Anhydroxylitol**, Sodium Stearoyl Glutamate**, Squalane**, Xylitol, Glyceryl Caprylate, Polysorbate-60, Stearic Acid**, Glyceryl Undecylenate, Cucumis Sativus (Cucumber) Fruit Extract**, Xanthan Gum**, Citric Acid**, Lysolecithin**, Tocopherol**, Citrullus Lanatus (Watermelon) Extract**, Phenoxyethanol, Sclerotium Gum**, Ethylhexylglycerin**, Allantoin**, Potassium Sorbate**, Sodium Phytate**, Panthenol**, Sodium Hyaluronate**, Pullulan**.

*Organic
**Naturally-derived"
First Aid Beauty,Hello FAB Coconut Skin Smoothie Priming Moisturizer,"Price
$30.00",4.3,"Cocos Nucifera (Coconut) Fruit Juice, Glucose, Maltodextrin, C12-15 Alkyl Benzoate, Aqua (Water, Eau), Cyclopentasiloxane, Butylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Mica, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cocos Nucifera (Coconut) Fruit Extract, Selaginella Lepidophylla Extract, Prunus Armeniaca (Apricot) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Vanilla Planifolia Fruit Extract, Hydrolyzed Quinoa, Coffea Arabica (Coffee) Seed Extract, Dipteryx Odorata Seed Extract, Saccharomyces/Copper Ferment, Saccharomyces/Iron Ferment, Saccharomyces/Magnesium Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Camellia Sinensis Leaf Extract, Chrysanthemum Parthenium (Feverfew) Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Ethylhexylglycerin, Sorbitan Oleate, Dimethicone Crosspolymer, Isohexadecane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polysorbate 80, Lactobacillus Ferment, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Disodium EDTA, Tin Oxide, Potassium Sorbate, Sodium Benzoate, Sodium Hydroxide, CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides)."
